Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL
Peugeot 3008 2017,"850,000 EGP",Gray,"90,000 Km",Peugeot,3008,Nasr city,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/3008/6174203
Mercedes C 180 2014,"1,400,000 EGP",Red,"157,000 Km",Mercedes,C 180,Tagamo3 - New Cairo,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-180/6174168
Volkswagen Passat 2012,"850,000 EGP",Eggplant,"191,000 Km",Volkswagen,Passat,Zagazig,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6174141
Fiat Tipo 2021,"800,000 EGP",Black,"43,000 Km",Fiat,Tipo,Helwan,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6174134
Chevrolet Lanos 2009,"295,000 EGP",Blue,"180,000 Km",Chevrolet,Lanos,Alexandria,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6174101
Skoda Felicia 1995,"120,000 EGP",Green,"120,000 Km",Skoda,Felicia,Alexandria,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/felicia/6174083
Daewoo Lacetti 2003,"360,000 EGP",Black,"246,000 Km",Daewoo,Lacetti,6 October,2023-12-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6174038
BMW 318 2017,"1,400,000 EGP",Dark grey,"95,000 Km",BMW,318,6 October,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/318/6167432
Nissan Sunny 2023,"630,000 EGP",Black,"61,000 Km",Nissan,Sunny,Giza,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6168374
Toyota Corolla 2022,"1,225,000 EGP",Black,"36,000 Km",Toyota,Corolla,6 October,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6168372
Opel Insignia 2016,"1,100,000 EGP",Black,"83,000 Km",Opel,Insignia,6 October,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6168348
Mitsubishi Lancer EX Shark 2016,"770,000 EGP",Silver,"129,000 Km",Mitsubishi,Lancer EX Shark,6 October,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6168332
Toyota Avanza 2008,"500,000 EGP",Gold,,Toyota,Avanza,Kafr El Zayat,2023-12-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/toyota/avanza/6173981
Renault Logan 2010,"245,000 EGP",Silver,"160,000 Km",Renault,Logan,Nasr city,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/logan/6173954
Renault Megane 2020,"1,030,000 EGP",White,"34,000 Km",Renault,Megane,Alexandria,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6173925
Geely Emgrand 7 2015,"250,000 EGP",Dark grey,"180,000 Km",Geely,Emgrand 7,Mohandessin,2023-12-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6173906
Toyota Corolla 1991,"140,000 EGP",Silver,,Toyota,Corolla,El Senbellawein,2023-12-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6173877
Renault Fluence 2013,"570,000 EGP",Black,"138,000 Km",Renault,Fluence,6 October,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/fluence/6173832
Porsche Panamera S 2014,"4,700,000 EGP",Bronze,"55,000 Km",Porsche,Panamera S,Heliopolis,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/porsche/panamera-s/6173819
Toyota Corolla 2007,"675,000 EGP",Silver,"225,000 Km",Toyota,Corolla,Beheira,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6173813
Nissan Sunny 2013,"500,000 EGP",Bronze,"222,000 Km",Nissan,Sunny,Cairo,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6173790
Mitsubishi Lancer EX Shark 2018,"700,000 EGP",Silver,"160,000 Km",Mitsubishi,Lancer EX Shark,Aswan,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6168072
Hyundai Tucson 2023,"2,400,000 EGP",Gray,,Hyundai,Tucson,Damietta,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6173654
Mitsubishi Lancer 1979,"50,000 EGP",Silver,,Mitsubishi,Lancer,Giza,2023-12-15,No,No,No,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6173709
Fiat Bravo 2008,"575,000 EGP",Dark blue,"154,000 Km",Fiat,Bravo,Pyramids Gardens,2023-12-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/bravo/6173708
Mercedes C 180 2022,"3,200,000 EGP",Black,"18,900 Km",Mercedes,C 180,Tagamo3 - New Cairo,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6173697
Chery Tiggo 3 2011,"420,000 EGP",Black,"166,000 Km",Chery,Tiggo 3,Hurghada,2023-12-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6173658
Toyota Corolla 2015,"875,000 EGP",White,"145,000 Km",Toyota,Corolla,Alexandria,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6173631
Kia Picanto 2010,"385,000 EGP",Black,"59,600 Km",Kia,Picanto,Heliopolis,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/picanto/6173628
MG 6 2021,"850,000 EGP",White,"135,000 Km",MG,6,Helwan,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6172811
Kia Soul 2016,"770,000 EGP",White,"130,000 Km",Kia,Soul,Tagamo3 - New Cairo,2023-12-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/kia/soul/6172968
Kia Rio 2013,"550,000 EGP",Dark blue,"210,000 Km",Kia,Rio,Mansoura,2023-12-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/rio/6173063
Mercedes C 180 2018,"2,700,000 EGP",White,"42,000 Km",Mercedes,C 180,Sheikh Zayed City,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6173562
Peugeot 206 2001,"220,000 EGP",Bronze,"220,000 Km",Peugeot,206,Damietta,2023-12-15,No,Yes,No,No,https://eg.hatla2ee.com/en/car/peugeot/206/6173087
Skoda Octavia A4 2004,"350,000 EGP",Dark blue,"180,000 Km",Skoda,Octavia A4,Alexandria,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6173288
Hyundai Elantra 2008,"440,000 EGP",Blue,"264,000 Km",Hyundai,Elantra,Cairo,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/elantra/6173544
Geely Emgrand 7 2015,"320,000 EGP",Silver,"172,000 Km",Geely,Emgrand 7,Hurghada,2023-12-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6173535
Citroën Xsara 2002,"175,000 EGP",Black,"200,000 Km",Citroën,Xsara,Ain Shams,2023-12-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/citroen/xsara/6173514
Hyundai Elantra CN7 2022,"1,320,000 EGP",Red,800 Km,Hyundai,Elantra CN7,Qena,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6173507
Jeep Grand Cherokee 2009,"850,000 EGP",Silver,"250,000 Km",Jeep,Grand Cherokee,Ain Shams,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6173493
Hyundai Tucson GDI 2017,"1,300,000 EGP",Silver,"53,000 Km",Hyundai,Tucson GDI,Sheraton,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/6173487
Lada Niva 1981,"60,000 EGP",White,,Lada,Niva,Cairo,2023-12-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/lada/niva/6173483
Chery Tiggo 7 2022,"830,000 EGP",Dark grey,"78,400 Km",Chery,Tiggo 7,Badr City,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6167792
Nissan Sentra 2018,"750,000 EGP",Black,"180,000 Km",Nissan,Sentra,Cairo,2023-12-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sentra/6167772
Fiat Tipo 2022,"900,000 EGP",Petroleum,"32,000 Km",Fiat,Tipo,Mansoura,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6173478
Hyundai Accent RB 2012,"420,000 EGP",Red,"6,000 Km",Hyundai,Accent RB,Alexandria,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6173474
Chevrolet T-Series 2000,"220,000 EGP",White,"400,000 Km",Chevrolet,T-Series,10th of Ramadan,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6173445
Ford Focus 2018,"750,000 EGP",Silver,"110,000 Km",Ford,Focus,6 October,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/focus/6173379
Hyundai Accent RB 2012,"540,000 EGP",White,"153,000 Km",Hyundai,Accent RB,Suez,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6173357
Hyundai Elantra AD 2018,"900,000 EGP",Dark grey,,Hyundai,Elantra AD,Alexandria,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6173354
Jeep Grand Cherokee 2015,"2,100,000 EGP",Black,"190,000 Km",Jeep,Grand Cherokee,Asyut,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6173343
Lada Granta 2021,"350,000 EGP",Silver,"165,000 Km",Lada,Granta,Kafr el-Sheikh,2023-12-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/lada/granta/6173315
Seat Ibiza 2021,"1,075,000 EGP",Petroleum,"101,000 Km",Seat,Ibiza,Tagamo3 - New Cairo,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/seat/ibiza/6167183
Skoda Kodiaq 2024,"3,150,000 EGP",Gray,0 Km,Skoda,Kodiaq,Tagamo3 - New Cairo,2023-12-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6173289
Kia Rio 2013,"550,000 EGP",Silver,"271,000 Km",Kia,Rio,6 October,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6126971
Suzuki Swift 2022,"925,000 EGP",Bronze,"18,000 Km",Suzuki,Swift,Alexandria,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift/6173228
Hyundai Verna 2018,"465,000 EGP",Petroleum,"80,000 Km",Hyundai,Verna,Borg el arab,2023-12-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6173222
MG 350 2016,"305,000 EGP",Silver,"121,000 Km",MG,350,Asyut,2023-12-15,Yes,No,Yes,No,https://eg.hatla2ee.com/en/car/moris-garage/mg-350/6173201
Hyundai Tucson 2022,"1,750,000 EGP",Red,"4,500 Km",Hyundai,Tucson,Warraq,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/tucson/6173175
Kia Sportage 2022,"2,000,000 EGP",Black,"100,000 Km",Kia,Sportage,Qalyubia,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6173118
Renault Fluence 2013,"570,000 EGP",Black,"138,000 Km",Renault,Fluence,6 October,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/fluence/6173112
Renault Kadjar 2019,"650,000 EGP",Dark red,"8,000 Km",Renault,Kadjar,Cairo,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/Kadjar/6173106
Kia Grand Cerato 2021,"900,000 EGP",Dark red,"165,000 Km",Kia,Grand Cerato,Port Said,2023-12-15,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/Grand-Cerato/6173076
Skoda Octavia A4 2008,"490,000 EGP",Black,"113,000 Km",Skoda,Octavia A4,Beheira,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6173004
Chevrolet Aveo 2012,"380,000 EGP",Silver,"135,000 Km",Chevrolet,Aveo,Cairo,2023-12-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6173000
Renault Megane 2020,"1,150,000 EGP",Black,"40,000 Km",Renault,Megane,Cairo,2023-12-15,Yes,No,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6172977
Mitsubishi Lancer Puma 2008,"440,000 EGP",Silver,"270,000 Km",Mitsubishi,Lancer Puma,Quesna,2023-12-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6172958
Kia Forte 2009,"450,000 EGP",Black,"160,000 Km",Kia,Forte,Cairo,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/forte/6172952
Kia Picanto 2014,"530,000 EGP",Silver,"60,000 Km",Kia,Picanto,Damietta,2023-12-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/picanto/6167226
Hyundai Avante 2003,"395,000 EGP",White,"200,000 Km",Hyundai,Avante,Cairo,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/avante/6172943
Haval H6 2022,"1,440,000 EGP",Dark red,"50,000 Km",Haval,H6,Qalyubia,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/haval/haval-h6/6172923
Fiat Tipo 2020,"515,000 EGP",Dark blue,"60,000 Km",Fiat,Tipo,Cairo,2023-11-25,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6131267
Hyundai Elantra HD 2022,"720,000 EGP",Silver,"78,000 Km",Hyundai,Elantra HD,Al Shorouk,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6167174
Daihatsu Grand terios 2009,"550,000 EGP",Black,"150,000 Km",Daihatsu,Grand terios,Kafr el-Sheikh,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/daihatsu/grand-terios/6172848
Skoda Octavia A4 2008,"400,000 EGP",Black,"160,000 Km",Skoda,Octavia A4,Alexandria,2023-12-14,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6172836
Kenbo S3 2016,"575,000 EGP",White,"220,000 Km",Kenbo,S3,Faiyum,2023-12-14,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kenbo/suv-s3/6172815
Skoda Fantasia 2010,"580,000 EGP",Silver,"155,000 Km",Skoda,Fantasia,Sohag,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/fantasia/6153996
Nissan Sunny 2014,"450,000 EGP",Gold,"125,000 Km",Nissan,Sunny,Damietta,2023-12-14,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6172809
Toyota Hilux 2010,"600,000 EGP",White,"360,000 Km",Toyota,Hilux,Aswan,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/hilux/6172694
Mitsubishi Lancer Crystala 1999,"220,000 EGP",Olive,"340,000 Km",Mitsubishi,Lancer Crystala,Cairo,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/6172713
Hyundai Sonata 1999,"260,000 EGP",White,"286,000 Km",Hyundai,Sonata,Badr City,2023-12-14,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/sonata/6161457
Kia Cerato 2012,"610,000 EGP",White,"105,000 Km",Kia,Cerato,Beheira,2023-12-14,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6172707
Nissan Sunny 2014,"395,000 EGP",Silver,"260,000 Km",Nissan,Sunny,6 October,2023-12-14,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6172688
Soueast DX5 2022,"805,000 EGP",Red,"30,000 Km",Soueast,DX5,Shobra,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/soueast/DX5/6172680
Volkswagen Golf 2 1990,"150,000 EGP",Dark blue,"200,000 Km",Volkswagen,Golf 2,Giza,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-2/6172664
BMW X3 2014,"1,300,000 EGP",Silver,"265,000 Km",BMW,X3,Alexandria,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/bmw/x3/6172665
Mazda 323 1982,"60,000 EGP",White,"80,000 Km",Mazda,323,El Haram,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/mazda/323/6172323
Suzuki Swift Dzire 2022,"685,000 EGP",Red,"5,000 Km",Suzuki,Swift Dzire,Tagamo3 - New Cairo,2023-12-14,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6172562
Chevrolet Aveo 2014,"380,000 EGP",Red,"85,000 Km",Chevrolet,Aveo,Alexandria,2023-12-14,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6172377
Kia Sephia 2000,"195,000 EGP",Silver,"156,000 Km",Kia,Sephia,Giza,2023-12-14,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sephia/6172553
Kia Sportage 2020,"895,000 EGP",Dark red,"99,900 Km",Kia,Sportage,Cairo,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/sportage/6172608
Nissan Sunny 2018,"315,000 EGP",Black,"140,000 Km",Nissan,Sunny,Cairo,2023-12-14,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6172578
Jeep Grand Cherokee 2015,"2,650,000 EGP",Dark blue,"74,000 Km",Jeep,Grand Cherokee,Tagamo3 - New Cairo,2023-12-14,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6166515
Citroën C5 Aircross 2020,"1,625,000 EGP",Silver,"130,000 Km",Citroën,C5 Aircross,Sadat City,2023-12-14,Yes,No,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/6166709
Nissan Sentra 2019,"460,000 EGP",Bronze,,Nissan,Sentra,Cairo,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sentra/6172556
Jeep Liberty 2004,"325,000 EGP",Black,"99,900 Km",Jeep,Liberty,Cairo,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/liberty/6172542
Toyota Yaris 2008,"400,000 EGP",Black,"180,000 Km",Toyota,Yaris,Alexandria,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6172506
Fiat 128 1984,"38,000 EGP",Silver,"100,000 Km",Fiat,128,Damietta,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/128/6172476
MG 5 2022,"835,000 EGP",Dark grey,"19,000 Km",MG,5,Nasr city,2023-10-24,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6072715
DFSK Glory 330 2019,"455,000 EGP",Red,"124,000 Km",DFSK,Glory 330,Faiyum,2023-12-14,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/dfsk/Glory-330/6172454
Nissan Sunny 2021,"560,000 EGP",Bronze,"153,000 Km",Nissan,Sunny,Cairo,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6172451
Chevrolet Lanos 2011,"240,000 EGP",White,"295,000 Km",Chevrolet,Lanos,Ain Shams,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6172400
Hyundai Tucson 2022,"1,800,000 EGP",White,"56,000 Km",Hyundai,Tucson,Beni Suef,2023-12-14,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/tucson/6172383
Aston Martin DBX 2022,"5,520,000 EGP",Black,"3,000 Km",Aston Martin,DBX,Heliopolis,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/aston-martin/DBX/6172341
Toyota Yaris 2008,"580,000 EGP",Black,"106,000 Km",Toyota,Yaris,Mansoura,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6172359
Volkswagen Passat 2006,"790,000 EGP",Gray,"140,000 Km",Volkswagen,Passat,Tagamo3 - New Cairo,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6166371
Opel Vectra 2008,"475,000 EGP",Black,"122,000 Km",Opel,Vectra,Nasr city,2023-12-14,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/opel/vectra/6172056
Chevrolet Optra 2021,"630,000 EGP",Dark blue,"55,000 Km",Chevrolet,Optra,El Minya,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6172274
Jeep Cherokee 2008,"720,000 EGP",Black,"187,000 Km",Jeep,Cherokee,Nasr city,2023-12-14,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/cherokee/6172256
Citroën C5 2021,"1,850,000 EGP",Black,"14,000 Km",Citroën,C5,Cairo,2023-12-14,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/citroen/C5/6172259
Chery Tiggo 7 2022,"860,000 EGP",Silver,"43,000 Km",Chery,Tiggo 7,Pyramids Gardens,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6166374
Toyota Land Cruiser 2016,"2,600,000 EGP",White,"340,000 Km",Toyota,Land Cruiser,El Manial,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/land-cruiser/6172229
Mitsubishi Attrage 2023,"650,000 EGP",Red,"20,000 Km",Mitsubishi,Attrage,6 October,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/attrage/6172232
Chevrolet Optra 2017,"475,000 EGP",Dark red,"120,000 Km",Chevrolet,Optra,Heliopolis,2023-12-13,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6170364
Byd F3 2019,"360,000 EGP",Blue,"90,000 Km",Byd,F3,Heliopolis,2023-12-13,No,No,No,No,https://eg.hatla2ee.com/en/car/byd/f3/6170420
Nissan Qashqai 2018,"835,000 EGP",Eggplant,"90,000 Km",Nissan,Qashqai,Heliopolis,2023-12-13,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/qashqai/6170831
Toyota Corolla 2022,"415,000 EGP",Black,"30,000 Km",Toyota,Corolla,Nasr city,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6153570
Nissan Sunny 2022,"198,000 EGP",Silver,"30,000 Km",Nissan,Sunny,Nasr city,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6153560
Nissan Sunny 2008,"365,000 EGP",Silver,"112,000 Km",Nissan,Sunny,Damietta,2023-12-14,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6172157
Nissan Qashqai 2018,"1,500,000 EGP",White,"85,000 Km",Nissan,Qashqai,El Mahalla,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6172155
Seat Ibiza 1994,"120,000 EGP",Blue,"200,000 Km",Seat,Ibiza,Red Sea,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/seat/ibiza/6172146
Hyundai Solaris 2016,"580,000 EGP",Silver,"138,000 Km",Hyundai,Solaris,Hurghada,2023-12-11,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/solaris/6167120
Toyota Corolla 2019,"1,150,000 EGP",Silver,"127,000 Km",Toyota,Corolla,Al Shorouk,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6172140
Chery Tiggo 7 2021,"825,000 EGP",Brown,"87,000 Km",Chery,Tiggo 7,Kom Hamada,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/5739876
Mazda 929 1983,"150,000 EGP",Cyan,"150,000 Km",Mazda,929,6 October,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/mazda/929/6172082
MG 6 2022,"800,000 EGP",Black,"22,000 Km",MG,6,Khanka,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6166206
Kia Cerato 2010,"500,000 EGP",Black,"125,000 Km",Kia,Cerato,Heliopolis,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6172050
Volkswagen Golf 2009,"400,000 EGP",Silver,"200,000 Km",Volkswagen,Golf,Alexandria,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/golf/6171984
Kia Cerato 2004,"380,000 EGP",Silver,"176,000 Km",Kia,Cerato,El Salam City,2023-12-14,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6170121
Mercedes C 180 2024,"4,100,000 EGP",Black,5 Km,Mercedes,C 180,6 October,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6143702
Peugeot 5008 2019,"1,450,000 EGP",Dark green,"105,000 Km",Peugeot,5008,Tagamo3 - New Cairo,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/5008/6171911
Kia K5 2021,"930,000 EGP",White,"48,000 Km",Kia,K5,Port Said,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/Kia-K5/6171906
Daihatsu Terios 2008,"470,000 EGP",Black,"220,000 Km",Daihatsu,Terios,Tanta,2023-12-14,No,No,No,No,https://eg.hatla2ee.com/en/car/daihatsu/terios/6170885
Jeep Wrangler 2012,"1,300,000 EGP",Black,"122,000 Km",Jeep,Wrangler,Giza,2023-12-14,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/wrangler/6171881
Honda Civic 2019,"980,000 EGP",Silver,"107,000 Km",Honda,Civic,El Haram,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/civic/6165902
Hyundai Elantra MD 2011,"319,000 EGP",Silver,"161,000 Km",Hyundai,Elantra MD,Cairo,2023-12-14,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6171854
Nissan Qashqai 2013,"750,000 EGP",Silver,"72,000 Km",Nissan,Qashqai,Alexandria,2023-12-14,Yes,No,No,No,https://eg.hatla2ee.com/en/car/nissan/qashqai/6171837
Lada Granta 2016,"300,000 EGP",Silver,"180,000 Km",Lada,Granta,El Salam City,2023-12-14,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/lada/granta/6171840
Skoda Octavia A4 2005,"450,000 EGP",Cyan,"200,000 Km",Skoda,Octavia A4,Damietta,2023-12-14,No,Yes,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6171839
